time,lat,lon,altM
1490142723,-28.642542,153.531779,3207
1490142723,-28.642501,153.531743,3207
1490142723,-28.642501,153.531743,3208
1490142723,-28.642418,153.53167,3209
1490142723,-28.642418,153.53167,3209
1490142723,-28.642335,153.531598,3210
1490142724,-28.642294,153.531562,3210
1490142724,-28.642253,153.531526,3211
1490142724,-28.642212,153.531491,3211
1490142724,-28.642171,153.531456,3212
1490142724,-28.64213,153.531421,3212
1490142724,-28.642089,153.531387,3213
1490142724,-28.642045,153.531352,3213
1490142724,-28.642002,153.531316,3214
1490142724,-28.642002,153.531316,3215
1490142725,-28.641871,153.531213,3215
1490142725,-28.641871,153.531213,3216
1490142725,-28.641871,153.531213,3216
1490142725,-28.641781,153.531151,3216
1490142725,-28.641691,153.531089,3217
1490142725,-28.641691,153.531089,3217
1490142725,-28.641602,153.531026,3218
1490142725,-28.641558,153.530995,3218
1490142725,-28.641513,153.530963,3219
1490142725,-28.641468,153.530932,3220
1490142726,-28.641424,153.530901,3221
1490142726,-28.641378,153.53087,3221
1490142726,-28.641333,153.530839,3221
1490142726,-28.641288,153.530809,3222
1490142726,-28.641242,153.530778,3222
1490142726,-28.641242,153.530778,3222
1490142726,-28.64115,153.530718,3223
1490142726,-28.64115,153.530718,3223
1490142726,-28.641058,153.53066,3224
1490142726,-28.641012,153.530631,3225
1490142727,-28.640967,153.5306,3225
1490142727,-28.640967,153.5306,3225
1490142727,-28.640875,153.530541,3225
1490142727,-28.64083,153.530512,3225
1490142727,-28.64083,153.530512,3226
1490142727,-28.640739,153.530453,3227
1490142727,-28.640739,153.530453,3227
1490142727,-28.640648,153.530395,3228
1490142727,-28.640648,153.530395,3227
1490142727,-28.640555,153.530337,3228
1490142728,-28.640507,153.530309,3229
1490142728,-28.64046,153.53028,3228
1490142728,-28.640412,153.530252,3229
1490142728,-28.640412,153.530252,3230
1490142728,-28.640316,153.530197,3229
1490142728,-28.640316,153.530197,3231
1490142728,-28.640221,153.530142,3230
1490142728,-28.640173,153.530114,3231
1490142728,-28.640126,153.530087,3232
1490142728,-28.640078,153.530061,3232
1490142728,-28.640078,153.530061,3232
1490142729,-28.639982,153.53001,3232
1490142729,-28.639982,153.53001,3233
1490142729,-28.639886,153.529958,3234
1490142729,-28.639886,153.529958,3233
1490142729,-28.639787,153.529906,3235
1490142729,-28.639787,153.529906,3235
1490142729,-28.639689,153.529856,3236
1490142729,-28.639641,153.529832,3237
1490142729,-28.639641,153.529832,3237
1490142729,-28.639592,153.529807,3237
1490142729,-28.639592,153.529807,3238
1490142730,-28.639494,153.52976,3238
1490142730,-28.639445,153.529737,3239
1490142730,-28.639397,153.529715,3240
1490142730,-28.639348,153.529692,3239
1490142730,-28.639348,153.529692,3240
1490142730,-28.639299,153.52967,3241
1490142730,-28.6392,153.529627,3241
1490142730,-28.6392,153.529627,3241
1490142730,-28.639101,153.529584,3242
1490142731,-28.639052,153.529562,3243
1490142731,-28.639002,153.52954,3242
1490142731,-28.638952,153.529519,3243
1490142731,-28.638903,153.529499,3243
1490142731,-28.638854,153.529479,3244
1490142731,-28.638805,153.529459,3244
1490142731,-28.638756,153.52944,3244
1490142731,-28.638706,153.52942,3245
1490142731,-28.638657,153.529401,3246
1490142731,-28.638608,153.529381,3246
1490142732,-28.638557,153.529362,3247
1490142732,-28.638507,153.529344,3247
1490142732,-28.638457,153.529326,3247
1490142732,-28.638408,153.529308,3247
1490142732,-28.638408,153.529308,3247
1490142732,-28.638307,153.529272,3247
1490142732,-28.638257,153.529255,3247
1490142732,-28.638257,153.529255,3248
1490142732,-28.638159,153.529222,3249
1490142732,-28.63811,153.529206,3248
1490142733,-28.63806,153.529191,3249
1490142733,-28.638011,153.529175,3249
1490142733,-28.63796,153.529159,3250
1490142733,-28.637909,153.529143,3250
1490142733,-28.637909,153.529143,3251
1490142733,-28.637809,153.529111,3251
1490142733,-28.637758,153.529096,3251
1490142733,-28.637707,153.52908,3251
1490142733,-28.637656,153.529065,3252
1490142733,-28.637605,153.529049,3252
1490142734,-28.637555,153.529035,3252
1490142734,-28.637506,153.52902,3253
1490142734,-28.637456,153.529006,3253
1490142734,-28.637406,153.528993,3253
1490142734,-28.637356,153.52898,3254
1490142734,-28.637305,153.528968,3254
1490142734,-28.637254,153.528955,3254
1490142734,-28.637204,153.528943,3255
1490142734,-28.637153,153.52893,3255
1490142734,-28.637101,153.528917,3256
1490142735,-28.63705,153.528904,3256
1490142735,-28.636999,153.528892,3256
1490142735,-28.636999,153.528892,3256
1490142735,-28.636848,153.528862,3258
1490142735,-28.636848,153.528862,3257
1490142735,-28.636746,153.528845,3258
1490142735,-28.636746,153.528845,3258
1490142735,-28.636695,153.528839,3259
1490142735,-28.636642,153.528833,3260
1490142735,-28.636589,153.528826,3260
1490142736,-28.636537,153.528821,3260
1490142736,-28.636484,153.528814,3260
1490142736,-28.636484,153.528814,3261
1490142736,-28.636328,153.528795,3261
1490142736,-28.636328,153.528795,3261
1490142736,-28.636328,153.528795,3262
1490142736,-28.636222,153.52878,3263
1490142736,-28.63617,153.528774,3263
1490142736,-28.636119,153.52877,3264
1490142737,-28.636016,153.528762,3264
1490142737,-28.635963,153.528756,3264
1490142737,-28.635911,153.52875,3265
1490142737,-28.635859,153.528745,3265
1490142737,-28.635807,153.528739,3265
1490142737,-28.635807,153.528739,3265
1490142737,-28.635702,153.528729,3266
1490142737,-28.635702,153.528729,3266
1490142737,-28.635597,153.52872,3266
1490142737,-28.635597,153.52872,3267
1490142738,-28.635491,153.528712,3267
1490142738,-28.635491,153.528712,3268
1490142738,-28.635389,153.52871,3267
1490142738,-28.635337,153.528707,3267
1490142738,-28.635337,153.528707,3268
1490142738,-28.635337,153.528707,3269
1490142738,-28.635232,153.528702,3268
1490142738,-28.635178,153.5287,3269
1490142738,-28.635125,153.528697,3269
1490142738,-28.635125,153.528697,3270
1490142738,-28.63502,153.528695,3270
1490142739,-28.634968,153.528694,3271
1490142739,-28.634968,153.528694,3271
1490142739,-28.634863,153.528694,3271
1490142739,-28.634811,153.528694,3271
1490142739,-28.634758,153.528694,3272
1490142739,-28.634703,153.528694,3272
1490142739,-28.634653,153.528696,3273
1490142739,-28.6346,153.528697,3273
1490142739,-28.634548,153.528698,3273
1490142739,-28.634495,153.5287,3274
1490142740,-28.634442,153.528702,3275
1490142740,-28.634389,153.528705,3275
1490142740,-28.634336,153.528708,3275
1490142740,-28.634283,153.528711,3275
1490142740,-28.63423,153.528714,3275
1490142740,-28.634124,153.52872,3276
1490142740,-28.634124,153.52872,3276
1490142740,-28.634072,153.528722,3277
1490142740,-28.634019,153.528725,3277
1490142741,-28.633913,153.52873,3277
1490142741,-28.63386,153.528733,3277
1490142741,-28.633807,153.528737,3277
1490142741,-28.633754,153.52874,3278
1490142741,-28.633701,153.528744,3278
1490142741,-28.633648,153.528749,3279
1490142741,-28.633542,153.528758,3279
1490142741,-28.633542,153.528758,3279
1490142741,-28.63349,153.528764,3280
1490142741,-28.633438,153.528771,3280
1490142742,-28.633335,153.528783,3281
1490142742,-28.633335,153.528783,3281
1490142742,-28.633229,153.528794,3282
1490142742,-28.633229,153.528794,3282
1490142742,-28.633123,153.528806,3282
1490142742,-28.633123,153.528806,3282
1490142742,-28.632963,153.528824,3283
1490142742,-28.632963,153.528824,3284
1490142743,-28.632857,153.528837,3284
1490142743,-28.632857,153.528837,3284
1490142743,-28.632752,153.528854,3284
1490142743,-28.632752,153.528854,3285
1490142743,-28.632648,153.528873,3284
1490142743,-28.632648,153.528873,3285
1490142743,-28.632545,153.528894,3286
1490142743,-28.632545,153.528894,3286
1490142743,-28.632442,153.528914,3286
1490142743,-28.632391,153.528925,3286
1490142744,-28.632339,153.528935,3286
1490142744,-28.632339,153.528935,3288
1490142744,-28.632234,153.528957,3287
1490142744,-28.632182,153.528969,3288
1490142744,-28.632182,153.528969,3287
1490142744,-28.63213,153.528981,3287
1490142744,-28.632027,153.529005,3288
1490142744,-28.631975,153.529018,3288
1490142744,-28.631923,153.529031,3289
1490142744,-28.631872,153.529047,3290
1490142745,-28.63182,153.52906,3290
1490142745,-28.631768,153.529072,3289
1490142745,-28.631716,153.529085,3290
1490142745,-28.631664,153.529097,3290
1490142745,-28.631612,153.52911,3291
1490142745,-28.63156,153.529122,3291
1490142745,-28.631509,153.529135,3291
1490142745,-28.631459,153.529149,3291
